n_estimators,primary,subobjective_1,b,mu,alpha
51,0.2361254693098974,0.9001890221725931,0.9,5,0.0009451108629654481
52,0.23608060773389503,0.9002318278841445,0.9,5,0.0021042502836876587
53,0.23573987027671892,0.9005460587745744,0.9,5,0.004834544156559484
54,0.23556066055940997,0.9008143290470269,0.9,5,0.00890618939169363
55,0.2352893931327645,0.9004820175472723,0.9,5,0.011316277128055052
56,0.2349406908574517,0.9002909242308345,0.9,5,0.012770898282227217
57,0.23490586529628565,0.8999917557563135,0.9,5,0.0
58,0.23467766002946108,0.9006960902205311,0.9,5,0.0034804511026553797
59,0.23435321773180318,0.9015957297943565,0.9,5,0.011459100074437956
60,0.2339334819861167,0.9013705321628088,0.9,5,0.018311760888481965
61,0.2337865113393707,0.9009241959331198,0.9,5,0.022932740554080788
62,0.2335291183302297,0.8939925445330933,0.9,5,0.0
63,0.2331982029421161,0.899323506614036,0.9,5,0.0
64,0.23300697585660587,0.9003896718179031,0.9,5,0.0019483590895152947
65,0.2326835042838184,0.9006588186406091,0.9,5,0.0052424522925609285
66,0.23234158465921698,0.9008933927061417,0.9,5,0.009709415823269119
67,0.2322109355363999,0.900907477644521,0.9,5,0.014246804045873751
68,0.23197592787049295,0.9006793352609798,0.9,5,0.017643480350772456
69,0.23172133942978707,0.9000807612196261,0.9,5,0.018047286448902855
70,0.23162285780110323,0.8995673958770974,0.9,5,0.0
71,0.23138513463700028,0.9015191088908264,0.9,5,0.007595544454132019
72,0.2312234987714096,0.9018847204102766,0.9,5,0.017019146505514726
73,0.2311586706707645,0.9013980596917467,0.9,5,0.02400944496424806
74,0.23084809449481367,0.8949074263397958,0.9,5,0.0
75,0.23065494502901213,0.9002326752164745,0.9,5,0.0011633760823726025
76,0.23055989261248938,0.901238157323918,0.9,5,0.00735416270196243
77,0.23053628503621285,0.9013475396571154,0.9,5,0.014091860987539562
78,0.23022771958624086,0.9013171078124989,0.9,5,0.020677400050033712
79,0.23002816798501413,0.8963656447409047,0.9,5,0.0
80,0.22972873784966638,0.901735846706329,0.9,5,0.008679233531644903
81,0.22943528440945213,0.9021175166308633,0.9,5,0.019266816685961086
82,0.22928350103538545,0.9017628785092255,0.9,5,0.028081209232088677
83,0.22917664487578537,0.893541128330279,0.9,5,0.0
84,0.22892999950274745,0.8993105003309322,0.9,5,0.0
85,0.2287407139441433,0.9045822991540896,0.9,5,0.02291149577044793
86,0.2286942457231291,0.8983928736984854,0.9,5,0.0
87,0.22838900409446578,0.9039931979790559,0.9,5,0.0199659898952792
88,0.22820540818406243,0.8994118884804916,0.9,5,0.0
89,0.2280143223641057,0.9046274080910041,0.9,5,0.023137040455020186
90,0.2279024801613869,0.8989865027894411,0.9,5,0.0
91,0.22767594759753731,0.9045742050742992,0.9,5,0.02287102537149588
92,0.22757292691014241,0.8984429038856974,0.9,5,0.0
93,0.22736347763352902,0.9044652021139671,0.9,5,0.022326010569835297
94,0.22733704678521335,0.898981958916302,0.9,5,0.0
95,0.22719473083311295,0.9044526432108433,0.9,5,0.022263216054216328
96,0.22713739603132774,0.8991578985785182,0.9,5,0.0
97,0.22689924435597103,0.904701939022325,0.9,5,0.023509695111624818
98,0.2268443855627056,0.8984896397600803,0.9,5,0.0
99,0.22665188567707645,0.9040380345961534,0.9,5,0.020190172980766863
0,0.27376841173265143,0.6980756098609439,0.8,1000,0.0
1,0.2703082444889829,0.7055716414210291,0.8,1000,0.0
2,0.26725613721477537,0.7116305776606947,0.8,1000,0.0
3,0.26457050764540274,0.7191281118125341,0.8,1000,0.0
4,0.26233252212359626,0.7257619737796082,0.8,1000,0.0
5,0.2602849043025281,0.7334613888020701,0.8,1000,0.0
6,0.25838864199851813,0.7462072676529916,0.8,1000,0.0
7,0.25677528109563064,0.7538246383679652,0.8,1000,0.0
8,0.2552776847998103,0.7610892355051581,0.8,1000,0.0
9,0.2539852248158026,0.7691230739925788,0.8,1000,0.0
10,0.2527847459806588,0.7766268621811233,0.8,1000,0.0
11,0.25168318845533116,0.7887754090129981,0.8,1000,0.0
12,0.25061523376334455,0.7964329042571917,0.8,1000,0.0
13,0.2496965009519764,0.8041807335138957,0.8,1000,4.180733513895696
14,0.31365113834574365,0.39917966447165903,0.8,1000,0.0
15,0.30398947856069264,0.4201670712251551,0.8,1000,0.0
16,0.29594269185072664,0.44059354812573087,0.8,1000,0.0
17,0.2891537404353005,0.46043328135177103,0.8,1000,0.0
18,0.2833649723691449,0.47973098874303577,0.8,1000,0.0
19,0.2783214228087242,0.4984379274902335,0.8,1000,0.0
20,0.2739863034057108,0.5167150043806722,0.8,1000,0.0
21,0.2701159682331029,0.5345134399795791,0.8,1000,0.0
22,0.2668509476492265,0.5517125347744193,0.8,1000,0.0
23,0.26395471428133105,0.5684451645945606,0.8,1000,0.0
24,0.26146959667899616,0.5847263801893692,0.8,1000,0.0
25,0.25912377048381746,0.6006460136258781,0.8,1000,0.0
26,0.25713579873105247,0.6159207617403335,0.8,1000,0.0
27,0.2553317197360455,0.6307742206033042,0.8,1000,0.0
28,0.2538196313772011,0.6452081481301295,0.8,1000,0.0
29,0.25241070076784355,0.65947387564708,0.8,1000,0.0
30,0.25108672721341313,0.67304829726109,0.8,1000,0.0
31,0.24999119290267702,0.6863837621566427,0.8,1000,0.0
32,0.24884474963944916,0.6991924028529652,0.8,1000,0.0
33,0.2479217250564443,0.7116418383736222,0.8,1000,0.0
34,0.2470116294125047,0.7243259107825747,0.8,1000,0.0
35,0.2462565309187526,0.7361549907553041,0.8,1000,0.0
36,0.24552608053323935,0.7478240700068591,0.8,1000,0.0
37,0.24479769186785647,0.7593448394069636,0.8,1000,0.0
38,0.24398281948131076,0.7676791888073414,0.8,1000,0.0
39,0.24366948536528837,0.7765117457861377,0.8,1000,0.0
40,0.24293096195059966,0.7858009076883271,0.8,1000,0.0
41,0.24230653878865435,0.7941803627075366,0.8,1000,0.0
42,0.24188042546752908,0.796677148642364,0.8,1000,0.0
43,0.24128893157717674,0.8057854579355604,0.8,1000,5.785457935560401
44,0.2874480564752618,0.4219403028264431,0.8,1000,0.0
45,0.2811015241534138,0.44278406072775306,0.8,1000,0.0
46,0.27557150143045384,0.4632560951172577,0.8,1000,0.0
47,0.27088624122765337,0.4831857887488769,0.8,1000,0.0
48,0.26668848281722385,0.5026829462906361,0.8,1000,0.0
49,0.263179181064257,0.5216191087786343,0.8,1000,0.0
50,0.260080652225201,0.5401434831997682,0.8,1000,0.0
51,0.2573905342937581,0.558185640583752,0.8,1000,0.0
52,0.25495725702310706,0.5756593513185239,0.8,1000,0.0
53,0.2527472884388865,0.5928019837721381,0.8,1000,0.0
54,0.25092383915369076,0.6092452577980175,0.8,1000,0.0
55,0.24928233719809348,0.6254528967737635,0.8,1000,0.0
56,0.24780459887174178,0.6410012195472022,0.8,1000,0.0
57,0.24638734374112817,0.6563704251885405,0.8,1000,0.0
58,0.24517885215720606,0.6711487174359766,0.8,1000,0.0
59,0.24400602416265108,0.6854357205216557,0.8,1000,0.0
60,0.24312390704992284,0.6992578992685688,0.8,1000,0.0
61,0.2421808662358304,0.713179340404618,0.8,1000,0.0
62,0.24147949486281198,0.7263234648569458,0.8,1000,0.0
63,0.24086491106249652,0.7390408227110314,0.8,1000,0.0
64,0.24013123669749584,0.7519212005507533,0.8,1000,0.0
65,0.23959540185740527,0.7641657006969683,0.8,1000,0.0
66,0.23920871366758076,0.7735793978871806,0.8,1000,0.0
67,0.23869934471648788,0.785362407433343,0.8,1000,0.0
68,0.2384629698698604,0.7936562772464305,0.8,1000,0.0
69,0.23801959066843603,0.8043327615464541,0.8,1000,4.3327615464540115
70,0.2767006631034181,0.4451311809850276,0.8,1000,0.0
71,0.2714146604073499,0.4657469969238273,0.8,1000,0.0
72,0.2668214825073643,0.485898123744589,0.8,1000,0.0
73,0.2627852530187245,0.5055690464831575,0.8,1000,0.0
74,0.25929748531440083,0.5247697938814093,0.8,1000,0.0
75,0.25631219949658457,0.5433018411227389,0.8,1000,0.0
76,0.25358338106701606,0.5615755689626768,0.8,1000,0.0
77,0.25131221206549376,0.5791598226286376,0.8,1000,0.0
78,0.24927249020127604,0.5963859978827603,0.8,1000,0.0
79,0.24740345060794824,0.6132606061810371,0.8,1000,0.0
80,0.24579788020758433,0.6295628429223417,0.8,1000,0.0
81,0.24430269203673652,0.6455158783807804,0.8,1000,0.0
82,0.24303496764516708,0.6608278348353613,0.8,1000,0.0
83,0.2419616866009933,0.6757544323290818,0.8,1000,0.0
84,0.2409633210085983,0.6901567110450377,0.8,1000,0.0
85,0.24007342523027855,0.7044718260889383,0.8,1000,0.0
86,0.23921745772632894,0.7180629515596927,0.8,1000,0.0
87,0.23839759022232254,0.7316330120162713,0.8,1000,0.0
88,0.2377015814377921,0.744481905256086,0.8,1000,0.0
89,0.23714319473453882,0.7575059997126848,0.8,1000,0.0
90,0.23652652386650597,0.7697037679126487,0.8,1000,0.0
91,0.2361793914280265,0.7790707846675424,0.8,1000,0.0
92,0.23567145917101653,0.7905299480355686,0.8,1000,0.0
93,0.23543127564140154,0.798875759167627,0.8,1000,0.0
94,0.23498407861365267,0.8101012438183968,0.8,1000,10.101243818396721
95,0.28978030766933155,0.4026791922578259,0.8,1000,0.0
96,0.2822404747929631,0.4240668389468309,0.8,1000,0.0
97,0.2758190140301168,0.4449696796815932,0.8,1000,0.0
98,0.2702337356131295,0.4654141912019934,0.8,1000,0.0
99,0.26538612301425035,0.4853781424274156,0.8,1000,0.0
0,0.27376841173265143,0.6980756098609439,0.8,1000,0.0
1,0.2703082444889829,0.7055716414210291,0.8,1000,0.0
2,0.26725613721477537,0.7116305776606947,0.8,1000,0.0
3,0.26457050764540274,0.7191281118125341,0.8,1000,0.0
4,0.26233252212359626,0.7257619737796082,0.8,1000,0.0
5,0.2602849043025281,0.7334613888020701,0.8,1000,0.0
6,0.25838864199851813,0.7462072676529916,0.8,1000,0.0
7,0.25677528109563064,0.7538246383679652,0.8,1000,0.0
8,0.2552776847998103,0.7610892355051581,0.8,1000,0.0
9,0.2539852248158026,0.7691230739925788,0.8,1000,0.0
10,0.2527847459806588,0.7766268621811233,0.8,1000,0.0
11,0.25168318845533116,0.7887754090129981,0.8,1000,0.0
12,0.25061523376334455,0.7964329042571917,0.8,1000,0.0
13,0.2496965009519764,0.8041807335138957,0.8,1000,4.180733513895696
14,0.31365113834574365,0.39917966447165903,0.8,1000,0.0
15,0.30398947856069264,0.4201670712251551,0.8,1000,0.0
16,0.29594269185072664,0.44059354812573087,0.8,1000,0.0
17,0.2891537404353005,0.46043328135177103,0.8,1000,0.0
18,0.2833649723691449,0.47973098874303577,0.8,1000,0.0
19,0.2783214228087242,0.4984379274902335,0.8,1000,0.0
20,0.2739863034057108,0.5167150043806722,0.8,1000,0.0
21,0.2701159682331029,0.5345134399795791,0.8,1000,0.0
22,0.2668509476492265,0.5517125347744193,0.8,1000,0.0
23,0.26395471428133105,0.5684451645945606,0.8,1000,0.0
24,0.26146959667899616,0.5847263801893692,0.8,1000,0.0
25,0.25912377048381746,0.6006460136258781,0.8,1000,0.0
26,0.25713579873105247,0.6159207617403335,0.8,1000,0.0
27,0.2553317197360455,0.6307742206033042,0.8,1000,0.0
28,0.2538196313772011,0.6452081481301295,0.8,1000,0.0
29,0.25241070076784355,0.65947387564708,0.8,1000,0.0
30,0.25108672721341313,0.67304829726109,0.8,1000,0.0
31,0.24999119290267702,0.6863837621566427,0.8,1000,0.0
32,0.24884474963944916,0.6991924028529652,0.8,1000,0.0
33,0.2479217250564443,0.7116418383736222,0.8,1000,0.0
34,0.2470116294125047,0.7243259107825747,0.8,1000,0.0
35,0.2462565309187526,0.7361549907553041,0.8,1000,0.0
36,0.24552608053323935,0.7478240700068591,0.8,1000,0.0
37,0.24479769186785647,0.7593448394069636,0.8,1000,0.0
38,0.24398281948131076,0.7676791888073414,0.8,1000,0.0
39,0.24366948536528837,0.7765117457861377,0.8,1000,0.0
40,0.24293096195059966,0.7858009076883271,0.8,1000,0.0
41,0.24230653878865435,0.7941803627075366,0.8,1000,0.0
42,0.24188042546752908,0.796677148642364,0.8,1000,0.0
43,0.24128893157717674,0.8057854579355604,0.8,1000,5.785457935560401
44,0.2874480564752618,0.4219403028264431,0.8,1000,0.0
45,0.2811015241534138,0.44278406072775306,0.8,1000,0.0
46,0.27557150143045384,0.4632560951172577,0.8,1000,0.0
47,0.27088624122765337,0.4831857887488769,0.8,1000,0.0
48,0.26668848281722385,0.5026829462906361,0.8,1000,0.0
49,0.263179181064257,0.5216191087786343,0.8,1000,0.0
50,0.260080652225201,0.5401434831997682,0.8,1000,0.0
51,0.2573905342937581,0.558185640583752,0.8,1000,0.0
52,0.25495725702310706,0.5756593513185239,0.8,1000,0.0
53,0.2527472884388865,0.5928019837721381,0.8,1000,0.0
54,0.25092383915369076,0.6092452577980175,0.8,1000,0.0
55,0.24928233719809348,0.6254528967737635,0.8,1000,0.0
56,0.24780459887174178,0.6410012195472022,0.8,1000,0.0
57,0.24638734374112817,0.6563704251885405,0.8,1000,0.0
58,0.24517885215720606,0.6711487174359766,0.8,1000,0.0
59,0.24400602416265108,0.6854357205216557,0.8,1000,0.0
60,0.24312390704992284,0.6992578992685688,0.8,1000,0.0
61,0.2421808662358304,0.713179340404618,0.8,1000,0.0
62,0.24147949486281198,0.7263234648569458,0.8,1000,0.0
63,0.24086491106249652,0.7390408227110314,0.8,1000,0.0
64,0.24013123669749584,0.7519212005507533,0.8,1000,0.0
65,0.23959540185740527,0.7641657006969683,0.8,1000,0.0
66,0.23920871366758076,0.7735793978871806,0.8,1000,0.0
67,0.23869934471648788,0.785362407433343,0.8,1000,0.0
68,0.2384629698698604,0.7936562772464305,0.8,1000,0.0
69,0.23801959066843603,0.8043327615464541,0.8,1000,4.3327615464540115
70,0.2767006631034181,0.4451311809850276,0.8,1000,0.0
71,0.2714146604073499,0.4657469969238273,0.8,1000,0.0
72,0.2668214825073643,0.485898123744589,0.8,1000,0.0
73,0.2627852530187245,0.5055690464831575,0.8,1000,0.0
74,0.25929748531440083,0.5247697938814093,0.8,1000,0.0
75,0.25631219949658457,0.5433018411227389,0.8,1000,0.0
76,0.25358338106701606,0.5615755689626768,0.8,1000,0.0
77,0.25131221206549376,0.5791598226286376,0.8,1000,0.0
78,0.24927249020127604,0.5963859978827603,0.8,1000,0.0
79,0.24740345060794824,0.6132606061810371,0.8,1000,0.0
80,0.24579788020758433,0.6295628429223417,0.8,1000,0.0
81,0.24430269203673652,0.6455158783807804,0.8,1000,0.0
82,0.24303496764516708,0.6608278348353613,0.8,1000,0.0
83,0.2419616866009933,0.6757544323290818,0.8,1000,0.0
84,0.2409633210085983,0.6901567110450377,0.8,1000,0.0
85,0.24007342523027855,0.7044718260889383,0.8,1000,0.0
86,0.23921745772632894,0.7180629515596927,0.8,1000,0.0
87,0.23839759022232254,0.7316330120162713,0.8,1000,0.0
88,0.2377015814377921,0.744481905256086,0.8,1000,0.0
89,0.23714319473453882,0.7575059997126848,0.8,1000,0.0
90,0.23652652386650597,0.7697037679126487,0.8,1000,0.0
91,0.2361793914280265,0.7790707846675424,0.8,1000,0.0
92,0.23567145917101653,0.7905299480355686,0.8,1000,0.0
93,0.23543127564140154,0.798875759167627,0.8,1000,0.0
94,0.23498407861365267,0.8101012438183968,0.8,1000,10.101243818396721
95,0.28978030766933155,0.4026791922578259,0.8,1000,0.0
96,0.2822404747929631,0.4240668389468309,0.8,1000,0.0
97,0.2758190140301168,0.4449696796815932,0.8,1000,0.0
98,0.2702337356131295,0.4654141912019934,0.8,1000,0.0
99,0.26538612301425035,0.4853781424274156,0.8,1000,0.0
0,0.27376841173265143,0.6980756098609439,0.8,100,0.0
1,0.2703082444889829,0.7055716414210291,0.8,100,0.0
2,0.26725613721477537,0.7116305776606947,0.8,100,0.0
3,0.26457050764540274,0.7191281118125341,0.8,100,0.0
4,0.26233252212359626,0.7257619737796082,0.8,100,0.0
5,0.2602849043025281,0.7334613888020701,0.8,100,0.0
6,0.25838864199851813,0.7462072676529916,0.8,100,0.0
7,0.25677528109563064,0.7538246383679652,0.8,100,0.0
8,0.2552776847998103,0.7610892355051581,0.8,100,0.0
9,0.2539852248158026,0.7691230739925788,0.8,100,0.0
10,0.2527847459806588,0.7766268621811233,0.8,100,0.0
11,0.25168318845533116,0.7887754090129981,0.8,100,0.0
12,0.25061523376334455,0.7964329042571917,0.8,100,0.0
13,0.2496965009519764,0.8041807335138957,0.8,100,0.4180733513895696
14,0.25338223023347317,0.6982859444099732,0.8,100,0.0
15,0.25203983062884827,0.7127530564240582,0.8,100,0.0
16,0.2508887905575677,0.7268812297954812,0.8,100,0.0
17,0.24972148101775674,0.7402334519580948,0.8,100,0.0
18,0.24878852695661424,0.7527302320131101,0.8,100,0.0
19,0.24804240140937714,0.7646286323709869,0.8,100,0.0
20,0.24724212780956634,0.7758536520343701,0.8,100,0.0
21,0.24640718522625743,0.786945654588168,0.8,100,0.0
22,0.24587877783182735,0.7967857235019647,0.8,100,0.0
23,0.2453267812213682,0.806051657458802,0.8,100,0.6051657458801984
24,0.25561807754781274,0.605653458067384,0.8,100,0.0
25,0.2538421897471445,0.6226810537718537,0.8,100,0.0
26,0.2523010734646185,0.6392698202107276,0.8,100,0.0
27,0.250838886203879,0.6552865920025188,0.8,100,0.0
28,0.24957154587256636,0.6708498899663781,0.8,100,0.0
29,0.2484018502239536,0.6863044424322647,0.8,100,0.0
30,0.24746439598682288,0.7009849912286653,0.8,100,0.0
31,0.2466875183148576,0.7136322804233916,0.8,100,0.0
32,0.24583347421809848,0.727398271090039,0.8,100,0.0
33,0.24522708641733693,0.7388019634297831,0.8,100,0.0
34,0.24457263047270536,0.7518139685900294,0.8,100,0.0
35,0.24415920749408318,0.7619084590783344,0.8,100,0.0
36,0.24354065805052263,0.7716118360225006,0.8,100,0.0
37,0.24299965883559502,0.7835331236786568,0.8,100,0.0
38,0.2427178932819787,0.7917867805006323,0.8,100,0.0
39,0.2420342612929507,0.8001001764564404,0.8,100,0.010017645644033735
40,0.24165132937160844,0.8019725770152667,0.8,100,0.20727534717069895
41,0.24312081237114416,0.7388403114514643,0.8,100,0.0
42,0.24250019572854462,0.7503281763173303,0.8,100,0.0
43,0.24207159704957285,0.7611293139870359,0.8,100,0.0
44,0.24154439721453527,0.7715924491715839,0.8,100,0.0
45,0.24121726490118167,0.7812065422855973,0.8,100,0.0
46,0.2407943899983416,0.7901626144805611,0.8,100,0.0
47,0.24054417558534952,0.7985088751750482,0.8,100,0.0
48,0.2402444308860014,0.80718326504369,0.8,100,0.7183265043689935
49,0.24715738137890073,0.6410393935328542,0.8,100,0.0
50,0.2457918989326039,0.6572932718989468,0.8,100,0.0
51,0.244530380679761,0.6729619110413776,0.8,100,0.0
52,0.24350126634838512,0.6879662282846608,0.8,100,0.0
53,0.24264942567866507,0.7023797464650704,0.8,100,0.0
54,0.24176272876442587,0.7161465181688335,0.8,100,0.0
55,0.24108746454081198,0.7289965470986974,0.8,100,0.0
56,0.24052299945657907,0.741367240135885,0.8,100,0.0
57,0.23998317754464776,0.7528741247017781,0.8,100,0.0
58,0.2394757572498572,0.7640534838389096,0.8,100,0.0
59,0.2389143103622553,0.774528104440039,0.8,100,0.0
60,0.23855077198542918,0.784227915669685,0.8,100,0.0
61,0.2381388940658092,0.7934669186883626,0.8,100,0.0
62,0.23772623895142328,0.802224420122789,0.8,100,0.2224420122789006
63,0.23940286137876368,0.7360649413594085,0.8,100,0.0
64,0.2387934260190336,0.748035982908899,0.8,100,0.0
65,0.23819484774808306,0.7595238686872707,0.8,100,0.0
66,0.23783489103364439,0.7701983249672901,0.8,100,0.0
67,0.23746964779108712,0.7804295939624125,0.8,100,0.0
68,0.23711006758989775,0.7899999354726895,0.8,100,0.0
69,0.23669175611982532,0.8018365630236144,0.8,100,0.1836563023614346
70,0.2380253624666066,0.7478621360533283,0.8,100,0.0
71,0.2374611456398493,0.759564092184474,0.8,100,0.0
72,0.23706070150570605,0.7705132065986674,0.8,100,0.0
73,0.23665522897382846,0.7809647449460286,0.8,100,0.0
74,0.23624842334766674,0.7912300207766851,0.8,100,0.0
75,0.23590545478517883,0.8002517983447169,0.8,100,0.025179834471689144
76,0.23570002995761233,0.8004541745582248,0.8,100,0.07059729029416095
77,0.235915027261779,0.7826800645501581,0.8,100,0.0
78,0.23544056761218357,0.7923004994766008,0.8,100,0.0
79,0.23502341679269073,0.8016450443429387,0.8,100,0.1645044342938662
80,0.2361639243910776,0.7536709464648564,0.8,100,0.0
81,0.23559853170605471,0.7650790920977503,0.8,100,0.0
82,0.23521798945468217,0.775878379940096,0.8,100,0.0
83,0.23484825131413156,0.7860725209473844,0.8,100,0.0
84,0.23447527128482312,0.7959680936955777,0.8,100,0.0
85,0.2341674086814026,0.8050952528560983,0.8,100,0.5095252856098242
86,0.23897673089210414,0.678508445569243,0.8,100,0.0
87,0.23792062949506984,0.6939213004219263,0.8,100,0.0
88,0.2369385274216954,0.7085192678264206,0.8,100,0.0
89,0.23609714275426766,0.7224632643647959,0.8,100,0.0
90,0.23542027770202464,0.7357194636479338,0.8,100,0.0
91,0.23486722925012005,0.7482707165620006,0.8,100,0.0
92,0.2342565314094026,0.7603064083651591,0.8,100,0.0
93,0.23384257850063186,0.7715447141189413,0.8,100,0.0
94,0.23337412621448583,0.7823925860995028,0.8,100,0.0
95,0.23302543148791802,0.7924529146648827,0.8,100,0.0
96,0.23265935232317245,0.802199690979784,0.8,100,0.2199690979784008
97,0.23443999171820104,0.7394176215523771,0.8,100,0.0
98,0.2338427796212087,0.7519053241032884,0.8,100,0.0
99,0.2333199571006806,0.7637528264363628,0.8,100,0.0
0,0.27376841173265143,0.6980756098609439,0.8,10,0.0
1,0.2703082444889829,0.7055716414210291,0.8,10,0.0
2,0.26725613721477537,0.7116305776606947,0.8,10,0.0
3,0.26457050764540274,0.7191281118125341,0.8,10,0.0
4,0.26233252212359626,0.7257619737796082,0.8,10,0.0
5,0.2602849043025281,0.7334613888020701,0.8,10,0.0
6,0.25838864199851813,0.7462072676529916,0.8,10,0.0
7,0.25677528109563064,0.7538246383679652,0.8,10,0.0
8,0.2552776847998103,0.7610892355051581,0.8,10,0.0
9,0.2539852248158026,0.7691230739925788,0.8,10,0.0
10,0.2527847459806588,0.7766268621811233,0.8,10,0.0
11,0.25168318845533116,0.7887754090129981,0.8,10,0.0
12,0.25061523376334455,0.7964329042571917,0.8,10,0.0
13,0.2496965009519764,0.8041807335138957,0.8,10,0.04180733513895696
14,0.24928703665705262,0.7972076635571771,0.8,10,0.0
15,0.24844900138920573,0.8061924143891074,0.8,10,0.06192414389107337
16,0.24833437773174127,0.7917166031259135,0.8,10,0.0
17,0.2474655870706893,0.8012734898548107,0.8,10,0.012734898548106832
18,0.2470512418511722,0.8027604971906185,0.8,10,0.040339870454291216
19,0.24675084514433318,0.8020649159980485,0.8,10,0.06098903043477599
20,0.24676208247000886,0.7886964119626141,0.8,10,0.0
21,0.24612250539878874,0.7983977779407635,0.8,10,0.0
22,0.24542061965071224,0.8078635353827472,0.8,10,0.078635353827472
23,0.24560643624474915,0.7879057244368078,0.8,10,0.0
24,0.24499617268927396,0.797910878928733,0.8,10,0.0
25,0.24444609762076647,0.8072237017989293,0.8,10,0.07223701798929283
26,0.24448701867355016,0.7897271704256151,0.8,10,0.0
27,0.2438917428107306,0.7992731131645475,0.8,10,0.0
28,0.24347170086775902,0.8086148283256401,0.8,10,0.08614828325640089
29,0.24384475394563795,0.7863080168027591,0.8,10,0.0
30,0.24335754405854754,0.7963811186144696,0.8,10,0.0
31,0.24283089576276481,0.8059459501271616,0.8,10,0.05945950127161592
32,0.24301265796745083,0.7930552132562141,0.8,10,0.0
33,0.2424454626934966,0.8030412974043016,0.8,10,0.030412974043015906
34,0.24216155785818755,0.8032391813916712,0.8,10,0.0628047879597271
35,0.2424180670223816,0.7896769163138276,0.8,10,0.0
36,0.24193185079052268,0.7996246726777307,0.8,10,0.0
37,0.24141569687375028,0.8097425549781282,0.8,10,0.09742554978128148
38,0.24202193519965803,0.7838576835261925,0.8,10,0.0
39,0.24150400805109692,0.7942933565242642,0.8,10,0.0
40,0.24106989742144094,0.8042305702537417,0.8,10,0.04230570253741628
41,0.2410111912657987,0.7977386970798648,0.8,10,0.0
42,0.24067260755303732,0.8072794202083288,0.8,10,0.07279420208328724
43,0.24091112303950135,0.789654183511995,0.8,10,0.0
44,0.2403994569319792,0.7998179506553318,0.8,10,0.0
45,0.2400803998630182,0.809226789094626,0.8,10,0.09226789094625931
46,0.2406261897721734,0.7852893196463065,0.8,10,0.0
47,0.24024041292096232,0.7957144847965769,0.8,10,0.0
48,0.23989178577780176,0.8058331643907811,0.8,10,0.05833164390781076
49,0.23997480085051337,0.7937753704637881,0.8,10,0.0
50,0.239517048457724,0.8038469678170149,0.8,10,0.03846967817014879
51,0.23910899792189969,0.8041599084228244,0.8,10,0.080068762398392
52,0.23948272232774553,0.7849557901176373,0.8,10,0.0
53,0.23898401077028186,0.7955406713516484,0.8,10,0.0
54,0.2386441975060273,0.8053685138976397,0.8,10,0.05368513897639704
55,0.23866766169527642,0.795205588033385,0.8,10,0.0
56,0.23822374359110454,0.8051415593152887,0.8,10,0.05141559315288702
57,0.23823468610549647,0.7959173426540217,0.8,10,0.0
58,0.23793492058365573,0.8057825497105111,0.8,10,0.057825497105110646
59,0.23795623605786997,0.7943108453989886,0.8,10,0.0
60,0.23754586096170757,0.8048753757295454,0.8,10,0.04875375729545328
61,0.23763212813727,0.7967053896763637,0.8,10,0.0
62,0.23717716040504844,0.8068753615135504,0.8,10,0.06875361513550393
63,0.23749801432047346,0.7914331807733171,0.8,10,0.0
64,0.23707832615762098,0.8017564129507515,0.8,10,0.017564129507514625
65,0.23680430902557345,0.8025387526449276,0.8,10,0.04295165595678996
66,0.2368379682984396,0.796780333754906,0.8,10,0.0
67,0.23645874933875566,0.8072365023069261,0.8,10,0.07236502306926074
68,0.23666064450991597,0.7902661725985027,0.8,10,0.0
69,0.23618509382238465,0.8007297345490854,0.8,10,0.0072973454908531465
70,0.2357193414136766,0.8078356803860498,0.8,10,0.08565414935135074
71,0.23618305316592178,0.7869294628468271,0.8,10,0.0
72,0.23571194924809594,0.7976701207169921,0.8,10,0.0
73,0.2352641085434708,0.8079166604520273,0.8,10,0.07916660452027213
74,0.23561470309078983,0.7891233614629872,0.8,10,0.0
75,0.23520775049279483,0.7997919587845034,0.8,10,0.0
76,0.23491532431494216,0.8097337508376451,0.8,10,0.0973375083764505
77,0.2353975369003334,0.7849010395431476,0.8,10,0.0
78,0.2348493663434473,0.79584585197937,0.8,10,0.0
79,0.23446449565061184,0.8061310903111386,0.8,10,0.06131090311138565
80,0.23463829891281152,0.7937196808750528,0.8,10,0.0
81,0.2341287893444076,0.8045266498105503,0.8,10,0.04526649810550287
82,0.23414825732508332,0.7980444086313544,0.8,10,0.0
83,0.23365560716600958,0.8082516877642117,0.8,10,0.08251687764211701
84,0.23405364913757373,0.7882717408499776,0.8,10,0.0
85,0.23365378753326813,0.7989729624728934,0.8,10,0.0
86,0.23332799053641787,0.8094520661758814,0.8,10,0.09452066175881346
87,0.23379312897730434,0.7857315899624556,0.8,10,0.0
88,0.2333919086022475,0.7968859731523791,0.8,10,0.0
89,0.23291645873523478,0.8072833567826972,0.8,10,0.07283356782697203
90,0.2332281972738228,0.7911989693191092,0.8,10,0.0
91,0.23270272083348195,0.8022244888045235,0.8,10,0.022244888045234168
92,0.2325302734133022,0.803098320975893,0.8,10,0.053228097804163266
93,0.23262026257395477,0.7942146241251451,0.8,10,0.0
94,0.23220024967359015,0.8048148678907846,0.8,10,0.04814867890784558
95,0.2322873266567189,0.7973523284112628,0.8,10,0.0
